COD_PERSONOR|COD_PERSONDE|IDW_CANAL|COD_TRANSAC|FEC_OPER|HMS_OPER|IMP_IMPOPER
27465515||14|FN51|02/09/2019|082258|2450
25481905||14|FN51|02/09/2019|185506|110
21423920||14|FN77|02/09/2019|185329|15
27735675||14|FN83|02/09/2019|185321|110.9
25532949||14|FN51|02/09/2019|185356|400
22440644||14|FN51|02/09/2019|082034|300
21634805||14|FN51|02/09/2019|083014|74
20153533||14|FN77|02/09/2019|082919|539
27168019||14|FN51|02/09/2019|190031|500
25236965||15|RCA4|02/09/2019|085411|79.8
25927178||15|RCA4|02/09/2019|190113|239
20184802||15|BQ13|02/09/2019|190004|2500
28238703||14|FN77|02/09/2019|085410|1000.45
24085022||14|FN51|02/09/2019|190025|3000
25641359||15|BQ15|02/09/2019|190114|1
22003886||14|FN77|02/09/2019|190207|303
22557987||14|FN50|02/09/2019|190133|1000
25836988||14|FN51|02/09/2019|185925|2000
26107513||14|FN51|02/09/2019|085247|1000
28090377||14|FN77|02/09/2019|085152|49.89
26280147||14|FN77|02/09/2019|190032|39.9
24573538||14|FN61|02/09/2019|085201|90
26400065||15|F821|02/09/2019|085311|3000
25863839||14|FN50|02/09/2019|190114|500
24844929||14|FN51|02/09/2019|190139|110
25170306||14|FN77|02/09/2019|185925|210.51
23988209||14|FN50|02/09/2019|190102|1000
20503167||14|FEM7|02/09/2019|190137|640
26047417||14|FN51|02/09/2019|085308|750
21479609||14|FN77|02/09/2019|190144|642.71
25481905||14|FN77|02/09/2019|190029|65.5
20475354||15|F822|02/09/2019|185926|17.42
20739961||14|FX71|02/09/2019|085418|35.8
21864329||14|FN50|02/09/2019|190136|2300
24095183||14|FN77|02/09/2019|185914|2500
26208408||14|FN77|02/09/2019|190142|68.17
27151737||14|FN51|02/09/2019|190159|530
24763509||14|FN77|02/09/2019|085436|98.65
25864981||14|FN51|02/09/2019|185950|700
23788014||14|FN51|02/09/2019|185921|1380
23604437||14|FN51|02/09/2019|085309|700
26160471||14|FN77|02/09/2019|234204|56.61
22390805||15|REA5|02/09/2019|234232|10
26093479||14|FN77|02/09/2019|190000|232.5
26208408||14|FN50|02/09/2019|190007|200
25803192||14|FN77|02/09/2019|185938|2000
26612888||14|FN77|02/09/2019|185801|999.99
23053965||14|FEM1|02/09/2019|084925|500
26437155||14|FEM1|02/09/2019|234507|140
28166558||14|FN51|02/09/2019|084928|40
28090377||14|FN77|02/09/2019|085326|39.9
05585031||14|FN77|02/09/2019|234753|1219.77
24147652||14|FN77|02/09/2019|085216|210.9
28397439||14|FN77|02/09/2019|185607|66.1
26708340||14|FN51|02/09/2019|185718|660
26878883||14|FN51|02/09/2019|185815|10000
21651586||14|FN83|02/09/2019|185852|144.9
24182204||14|FN51|02/09/2019|185854|2500
24913597||14|FN51|02/09/2019|185803|1
28397439||14|FN77|02/09/2019|185852|46.1
26644523||14|FN51|02/09/2019|234403|100
00344885||14|FN8A|02/09/2019|084928|5
25995470||14|FN9A|02/09/2019|084737|5
28402472||14|FN77|02/09/2019|234821|58.5
20739961||14|FN51|02/09/2019|234529|550
22207996||15|BQ13|02/09/2019|185831|2540
23203622||15|RCA4|02/09/2019|185722|100
27010683||15|RCA4|02/09/2019|185657|49.89
05585031||14|FN77|02/09/2019|234434|227.75
25882238||15|RCA4|02/09/2019|185639|900
21864329||14|FN51|02/09/2019|185815|2500
25481905||14|FN77|02/09/2019|185617|100.9
15239980||15|MP7C|02/09/2019|185820|374.31
24573538||14|FN61|02/09/2019|084712|200
27910559||14|FN77|02/09/2019|084636|140
05585031||14|FN77|02/09/2019|234135|692.5
25481905||14|FN77|02/09/2019|185827|29.9
14344365||15|REA5|02/09/2019|234230|10
15239980||15|MP7C|02/09/2019|185655|4567.99
14344365||15|REA5|02/09/2019|234258|10
28129800||14|FN51|02/09/2019|185757|200
21791443||14|FN8A|02/09/2019|084641|3
21540231||14|FN9A|02/09/2019|084831|5
21450591||15|MP7C|02/09/2019|121620|883
21982456||14|FN50|02/09/2019|190234|502
23028536||14|FN51|02/09/2019|084638|100
26526895||14|FX71|02/09/2019|190333|250
20747627||14|FN51|02/09/2019|122133|1500
25450228||14|FN77|02/09/2019|085034|1000
23069090||14|FN51|02/09/2019|190246|100
25463413||14|FN50|02/09/2019|084744|200
12848919||14|FN85|02/09/2019|124703|100
27530132||14|FN51|02/09/2019|122204|150
21273772||14|FN51|02/09/2019|084547|500
21354784||14|FN77|02/09/2019|193017|9.9
21651586||14|FN77|02/09/2019|190249|64.99
27927533||14|FN51|02/09/2019|193101|2778.5
24291903||14|FN77|02/09/2019|084426|59.78
22932182||14|FN51|02/09/2019|193305|250
25113925||14|FN77|02/09/2019|193213|405.16
22305227||14|FN85|02/09/2019|124751|779
27194569||14|FN77|02/09/2019|193128|171
25378482||14|FN77|02/09/2019|124843|9000
27315420||14|FN77|02/09/2019|084431|950
26970218||14|FN51|02/09/2019|193045|250
20708955||15|RCA4|02/09/2019|084549|5000
21125685||15|F822|02/09/2019|124718|341
23247236||14|FN51|02/09/2019|124729|550.6
24239936||14|FN77|02/09/2019|124729|565.81
23214696||14|FN77|02/09/2019|084223|400
25693550||14|FX70|02/09/2019|084432|3000
27315420||14|FN77|02/09/2019|084543|950
24778397||14|FN51|02/09/2019|124726|300
22130152||14|FN50|02/09/2019|084312|150
08603510||14|FN51|02/09/2019|124603|393.11
27898102||14|FN77|02/09/2019|084200|29.9
24587611||14|FN51|02/09/2019|124816|500
22315259||14|FN77|02/09/2019|193240|22.8
21354784||14|FN77|02/09/2019|193237|199.6
24503842||14|FN51|02/09/2019|084210|716.8
23698049||14|FN51|02/09/2019|084214|120
27355305||14|FN51|02/09/2019|193159|100
23291666||14|FN51|02/09/2019|084225|800
27029262||14|FN77|02/09/2019|193113|1700
26208408||14|FN77|02/09/2019|193147|213.86
21125685||15|REAI|02/09/2019|124841|85
25378482||14|FN77|02/09/2019|084326|3000
22085969||14|FN50|02/09/2019|124720|350
20511043||14|FN51|02/09/2019|193303|88
25236965||15|RCA4|02/09/2019|085637|79.8
22305227||14|FN77|02/09/2019|124459|86.2
23376799||14|FN77|02/09/2019|192843|46.67
20474296||14|FN77|02/09/2019|085701|147.1
22894858||14|FN51|02/09/2019|085748|2000
25236965||15|RCA4|02/09/2019|085814|10.1
28041900||14|FN77|02/09/2019|124509|2200
22315259||14|FN83|02/09/2019|192850|120
23983355||14|FN83|02/09/2019|192721|5.7
20011295||14|FN50|02/09/2019|085516|1500
23921751||14|FN85|02/09/2019|192637|300
26481735||14|FN50|02/09/2019|192902|600
23744351||14|FN77|02/09/2019|192808|260
22305227||14|FN77|02/09/2019|124432|176.5
20643936||14|FN77|02/09/2019|085512|49.9
08603510||14|FN51|02/09/2019|124443|745
27465732||14|FN9A|02/09/2019|192859|5
21876044||14|FN85|02/09/2019|124357|1496.8
20895939||15|BQ13|02/09/2019|192731|1000
20011295||14|FN50|02/09/2019|085557|1500
28317377||14|FN77|02/09/2019|192637|82.58
28238703||14|FN77|02/09/2019|124403|1000.45
22925989||14|FN77|02/09/2019|085601|75
25763401||14|FN77|02/09/2019|124315|75.9
20643936||14|FN77|02/09/2019|085725|39.7
27507741||14|FN51|02/09/2019|192844|325
24834208||14|FN83|02/09/2019|192747|114.9
25958815||14|FN51|02/09/2019|124400|1534.23
22315259||14|FN77|02/09/2019|192710|14.4
25763401||14|FN77|02/09/2019|124528|75.88
27504619||14|FN8A|02/09/2019|085855|5
21804154||15|MP7C|02/09/2019|192920|70
27672510||14|FN8A|02/09/2019|085541|3
21983291||14|FX70|02/09/2019|085833|500
21876044||14|FN85|02/09/2019|124517|164
25682162||14|FN85|02/09/2019|192828|453.83
25863353||14|FN51|02/09/2019|085518|1600
20643936||14|FN77|02/09/2019|085602|29.9
27194569||14|FN77|02/09/2019|192644|171
23074484||14|FN51|02/09/2019|192744|300
25291211||14|FN77|02/09/2019|085519|10
25560818||14|FN83|02/09/2019|124448|49.9
22419621||14|FN51|02/09/2019|091417|1800
24444041||14|FN85|02/09/2019|192717|555.41
24507681||14|FEM7|02/09/2019|091421|500
27496539||14|FN8A|02/09/2019|124547|3
22581341||14|FN51|02/09/2019|124351|400
21063749||15|BQ13|02/09/2019|192735|60
25890777||14|FN77|02/09/2019|192517|59.9
23011481||14|FN51|02/09/2019|192459|3487.7
27359597||14|FN51|02/09/2019|124411|260
27931636||14|FN51|02/09/2019|192727|21
26072081||14|FN51|02/09/2019|124014|400
28317377||14|FN77|02/09/2019|192447|75
25309580||14|FN77|02/09/2019|124105|49.89
27433862||14|FN51|02/09/2019|192500|1000
21586782||14|FN77|02/09/2019|091220|215.2
28197769||14|FX70|02/09/2019|124114|144.2
21125685||15|BQ15|02/09/2019|124102|2000
25236965||15|REAI|02/09/2019|091335|88.8
25600408||14|FN51|02/09/2019|091412|200
27371984||14|FEM1|02/09/2019|091246|1000
21623081||14|FN51|02/09/2019|192533|1110
23160199||14|FN77|02/09/2019|124236|94.35
23557365||14|FN51|02/09/2019|091437|1000
25882238||15|RCA4|02/09/2019|192551|2900
28308458||14|FN77|02/09/2019|091343|49.89
25209948||14|FN50|02/09/2019|192601|700
23247236||14|FN77|02/09/2019|091438|500
23028536||14|FN51|02/09/2019|091333|500
23773375||14|FN51|02/09/2019|124055|100
21354784||14|FN77|02/09/2019|192544|130.5
27359597||14|FX70|02/09/2019|124118|130
03733475||15|MP7C|02/09/2019|124034|1471.53
21365516||14|FN77|02/09/2019|192423|31.81
23381457||14|FEM7|02/09/2019|192522|2500
23939495||14|FN77|02/09/2019|192606|103.45
20619702||14|FN51|02/09/2019|091523|50
21711078||14|FN51|02/09/2019|091520|228.1
25305684||14|FN77|02/09/2019|192547|500
27505915||15|BQ13|02/09/2019|192526|3000
21125685||15|MP7C|02/09/2019|124301|5938.29
25518294||15|RCA4|02/09/2019|192350|2500
21125685||15|REAI|02/09/2019|125053|49.9
25236965||15|RCA4|02/09/2019|090838|24.3
26208408||14|FN51|02/09/2019|193313|200
21776621||14|FN51|02/09/2019|192347|300
20864712||14|FN51|02/09/2019|125040|1000
25819847||15|BQ15|02/09/2019|193316|1560
03733475||15|RCA4|02/09/2019|125040|1324
26861775||14|FN77|02/09/2019|125046|600
22111114||14|FN77|02/09/2019|091057|66.23
26851535||14|FN77|02/09/2019|193543|171.56
21887064||14|FN51|02/09/2019|125029|1000
23688219||14|FN51|02/09/2019|193310|2500
25718827||14|FN77|02/09/2019|091028|1000
26441507||14|FN51|02/09/2019|125018|14
26684732||14|FN77|02/09/2019|193326|68.39
24653787||14|FN61|02/09/2019|124937|50
25236965||15|RCA4|02/09/2019|091024|24.3
27512843||14|FN51|02/09/2019|193540|92
22390656||14|FN51|02/09/2019|124905|1000
21354784||14|FN77|02/09/2019|193424|194.7
27699098||14|FN77|02/09/2019|125054|67
25118954||15|RCA4|02/09/2019|193530|4000
25735528||14|FN51|02/09/2019|091024|500
20768713||14|FN77|02/09/2019|193317|1693.65
27399036||14|FN77|02/09/2019|193515|119.9
22207996||15|BQ13|02/09/2019|193557|3000
27399036||14|FN77|02/09/2019|193557|29.89
23381457||14|FN51|02/09/2019|193456|2060
21318626||14|FN51|02/09/2019|090857|30
21441023||14|FN51|02/09/2019|125109|180
22440644||14|FN51|02/09/2019|125016|1500
25291211||14|FN51|02/09/2019|193343|70
25236965||15|RCA4|02/09/2019|091149|24.3
25378482||14|FN58|02/09/2019|193321|116.4
15239980||15|MP7C|02/09/2019|193614|19866.87
26669250||14|FN77|02/09/2019|193435|100
25899504||14|FN77|02/09/2019|091547|100.66
26612888||14|FN77|02/09/2019|193405|999.99
23218773||14|FN51|02/09/2019|193428|1100
27148107||14|FN85|02/09/2019|194222|110
21365516||14|FN51|02/09/2019|194012|66
25354733||14|FN51|02/09/2019|194021|80
22440644||14|FN51|02/09/2019|091627|300
21837101||14|FN58|02/09/2019|194214|204.5
25188812||14|FN83|02/09/2019|194239|115.9
22468398||14|FN51|02/09/2019|125437|200
21837101||14|FN51|02/09/2019|194056|95.36
24418124||14|FN51|02/09/2019|194131|70
21125685||15|MP7C|02/09/2019|125703|304.51
28434175||14|FN51|02/09/2019|194111|1500
24575323||15|BQ13|02/09/2019|194012|3036
20580875||14|FN77|02/09/2019|125429|94.5
24858540||14|FN9A|02/09/2019|093603|10
22894858||14|FN77|02/09/2019|125425|129.35
26907876||14|FN51|02/09/2019|125520|1100
23315699||14|FN51|02/09/2019|093645|198.13
23165738||14|FN51|02/09/2019|125435|600
24437037||14|FN77|02/09/2019|093430|1317.45
28089197||14|FN51|02/09/2019|125701|1100
21034706||14|FX70|02/09/2019|093628|10000
21154148||14|FN77|02/09/2019|194246|711.74
23613326||14|FEM1|02/09/2019|093425|40
26522787||14|FN77|02/09/2019|194228|79.9
27515625||14|FN85|02/09/2019|093600|550
27683571||14|FN77|02/09/2019|125435|29.9
25024780||14|FN77|02/09/2019|125550|4800
26893390||14|FN77|02/09/2019|194133|113.21
24858540||14|FN8A|02/09/2019|093443|5
25914547||14|FN51|02/09/2019|125604|200
26612888||14|FN77|02/09/2019|093459|999.99
27148107||14|FN50|02/09/2019|194125|100
21590383||14|FEM7|02/09/2019|125652|200
20509950||15|RCA4|02/09/2019|194127|20.9
26553980||14|FN77|02/09/2019|093422|280.5
21370310||14|FN51|02/09/2019|093522|400
21237943||14|FN77|02/09/2019|093528|1000
22044783||14|FN8A|02/09/2019|194206|5
21354784||14|FN77|02/09/2019|194008|28.6
27179764||14|FN51|02/09/2019|125434|900
26171857||14|FN51|02/09/2019|125153|140
21354784||14|FN77|02/09/2019|193843|224.8
20027898||14|FN51|02/09/2019|125333|150
23351314||14|FN8A|02/09/2019|193720|5
25118954||15|RCA4|02/09/2019|193655|1000
20734423||14|FN77|02/09/2019|193633|167.3
21178130||14|FEM1|02/09/2019|193801|400
21766161||14|FN77|02/09/2019|093313|1225.52
26248458||14|FN51|02/09/2019|093556|100
27587988||14|FN83|02/09/2019|193747|85.9
24716633||14|FN77|02/09/2019|125222|719.23
23315699||14|FN50|02/09/2019|093251|300
22154420||15|BQ15|02/09/2019|125158|1200
04256018||15|BQ13|02/09/2019|125145|900
26696115||14|FN77|02/09/2019|193734|100
28155817||14|FN8A|02/09/2019|125148|10
23025936||14|FN85|02/09/2019|093323|2147.48
22207996||15|BQ13|02/09/2019|193812|2040
24190903||14|FN51|02/09/2019|193909|60
03733475||15|RCA4|02/09/2019|125348|181.8
27683571||14|FN77|02/09/2019|125306|99.96
24479701||14|FN51|02/09/2019|093052|40
25351261||14|FN51|02/09/2019|193912|130
22557987||14|FN77|02/09/2019|193839|1000
25224414||14|FX70|02/09/2019|093315|943
24716633||14|FN77|02/09/2019|125232|719.23
21354784||14|FN77|02/09/2019|193701|282.5
28155817||14|FN9A|02/09/2019|125213|10
26098848||14|FN83|02/09/2019|125333|135
22894858||14|FN77|02/09/2019|125328|49.05
27884665||14|FN51|02/09/2019|125311|2000
23351314||14|FN8A|02/09/2019|193937|5
21154148||14|FN83|02/09/2019|193807|155
22894858||14|FN77|02/09/2019|125227|80
03733475||15|RCA4|02/09/2019|125719|154.8
23877810||15|REAI|02/09/2019|093133|76.9
22579155||15|BQ13|02/09/2019|194403|2000
27851568||14|FN77|02/09/2019|194407|1250
26844882||14|FN50|02/09/2019|194330|20
23247236||15|RCA4|02/09/2019|093215|47.2
26818012||14|FN8A|02/09/2019|125752|5
26612888||14|FN77|02/09/2019|093120|999.99
26941374||15|RCA4|02/09/2019|125245|2000
26212796||14|FN51|02/09/2019|125733|1000
25029540||14|FN51|02/09/2019|093809|822.8
21756591||14|FN77|02/09/2019|194322|60.5
21376400||14|FN50|02/09/2019|194333|1000
24241682||15|RCA4|02/09/2019|093114|580.04
21032530||14|FN50|02/09/2019|093156|3000
27070448||14|FN77|02/09/2019|194346|42.92
26685564||15|MP7C|02/09/2019|132356|400
25959191||15|MPIT|02/09/2019|132356|400
28359073||14|FN51|02/09/2019|100124|170
13473242||14|FN51|02/09/2019|132419|200
26566111||14|FN77|02/09/2019|095938|29.9
22424626||14|FN51|02/09/2019|132519|310
20307900||14|FN51|02/09/2019|132445|2500
25800538||14|FN77|02/09/2019|195356|15
22161814||14|FN51|02/09/2019|100021|340
22929589||14|FN77|02/09/2019|132342|70
26072847||14|FN77|02/09/2019|132227|559.34
27925990||14|FN77|02/09/2019|195351|69.89
22196615||14|FN77|02/09/2019|100223|6.3
23293851||14|FN50|02/09/2019|195418|24.2
27351240||14|FN51|02/09/2019|100215|200
20874749||14|FN77|02/09/2019|132229|810
25800538||14|FN77|02/09/2019|195221|19
26000089||14|FN77|02/09/2019|195124|5
21376400||14|FN51|02/09/2019|132427|700
24105461||15|RCA4|02/09/2019|100218|38.6
21200559||14|FN83|02/09/2019|100048|30
26184777||14|FN77|02/09/2019|195319|20.9
23902506||14|FN50|02/09/2019|132454|990
26670834||14|FN51|02/09/2019|100142|30
21829219||15|BQ13|02/09/2019|100121|606.67
27512843||14|FN77|02/09/2019|132326|2000
28296393||14|FN77|02/09/2019|132506|1580
21906030||14|FN51|02/09/2019|100013|250
27289275||14|FN77|02/09/2019|195413|66
27620591||14|FN77|02/09/2019|100206|900
21423920||14|FN77|02/09/2019|195424|15
22419621||14|FN77|02/09/2019|100214|2899.26
27560364||14|FN51|02/09/2019|195131|300
24473319||14|FN77|02/09/2019|100211|125.9
23247236||15|RCA4|02/09/2019|195424|30.78
23996818||14|FN51|02/09/2019|132006|100
28381604||14|FN77|02/09/2019|100232|366.16
22025282||14|FN50|02/09/2019|132037|33.72
27240273||14|FN77|02/09/2019|100008|49.89
24853799||14|FN51|02/09/2019|132126|1300
27290994||14|FN77|02/09/2019|100155|42.2
22127201||14|FN51|02/09/2019|194823|600
26760067||14|FN77|02/09/2019|195002|257.56
26907876||14|FN77|02/09/2019|132126|32.18
24154977||14|FN77|02/09/2019|195030|6200
22025282||14|FN77|02/09/2019|131923|168.09
15754168||14|FN77|02/09/2019|095836|631
28282735||14|FN77|02/09/2019|095817|884.85
28018470||14|FN77|02/09/2019|194834|85
22382117||15|BQ13|02/09/2019|194943|1350
27240273||14|FN83|02/09/2019|095848|132.1
24105461||15|RCA4|02/09/2019|095924|29
20936550||14|FN77|02/09/2019|132036|50
21376400||14|FN50|02/09/2019|132113|400
24051271||14|FN51|02/09/2019|194851|110
21063749||15|BQ13|02/09/2019|194920|107.5
28219015||14|FN77|02/09/2019|095808|2248
22899697||14|FN51|02/09/2019|194937|500
20704183||14|FN83|02/09/2019|194810|257.8
26208408||14|FN51|02/09/2019|194944|6000
25907327||14|FN51|02/09/2019|132205|200
24306649||14|FN85|02/09/2019|194957|300
26318386||14|FN77|02/09/2019|095742|3200
24991498||15|KB30|02/09/2019|195100|20
26429092||14|FN77|02/09/2019|132040|134
28413935||14|FN77|02/09/2019|132208|540.5
21376400||14|FN50|02/09/2019|131804|300
24926443||15|RCA4|02/09/2019|132114|350
24636194||14|FN77|02/09/2019|194845|40.43
28414012||14|FN51|02/09/2019|194921|200
24376394||14|FN77|02/09/2019|194529|3346.87
26574139||14|FN51|02/09/2019|131646|350
20534898||14|FN77|02/09/2019|194535|273.68
25214912||14|FN77|02/09/2019|194429|3500
27828428||14|FN77|02/09/2019|194458|30
22934578||14|FX70|02/09/2019|095346|1645
21480860||15|F821|02/09/2019|131710|119.4
27511220||15|BQ13|02/09/2019|194609|126
27435865||14|FN77|02/09/2019|194442|900
25655902||14|FX70|02/09/2019|095456|24
20631537||14|FX70|02/09/2019|131750|5176
25173584||14|FN51|02/09/2019|194433|70
27620591||14|FN77|02/09/2019|095424|900
24095183||14|FN77|02/09/2019|131652|7000
25004918||14|FN50|02/09/2019|194414|2104.5
25981184||14|FN83|02/09/2019|194450|39.9
27070448||14|FN77|02/09/2019|194737|45.4
24877544||14|FN50|02/09/2019|131658|420
26612888||14|FN77|02/09/2019|194625|950.05
27232637||14|FN77|02/09/2019|131638|1000
26851535||14|FN77|02/09/2019|194705|88.41
21330500||15|F822|02/09/2019|095325|150
20689953||14|FEM7|02/09/2019|194512|500
01924630|28032822|18|P3  |02/09/2019|193359|450
01924630|27978860|18|P3  |02/09/2019|193359|650
01924630|28026607|18|P3  |02/09/2019|193359|350
01924630|28078065|18|P3  |02/09/2019|193359|450
23113040||18|P3  |02/09/2019|112515|100000
23113040||18|P3  |02/09/2019|112515|300000
23113040||18|P3  |02/09/2019|112515|100000
23113040||18|P3  |02/09/2019|112515|100000
23113040||18|P3  |02/09/2019|112515|300000
23113040||18|P3  |02/09/2019|112515|300000
23113040||18|P3  |02/09/2019|112515|100000
23113040||18|P3  |02/09/2019|112515|200000
23113040||18|P3  |02/09/2019|112515|300000
23113040||18|P3  |02/09/2019|112515|300000
23113040|21536058|18|P3  |02/09/2019|182722|571.58
23113040|21536058|18|P3  |02/09/2019|182722|416.21
23113040|21536058|18|P3  |02/09/2019|182722|297.97
23113040|21943811|18|P3  |02/09/2019|182722|2375.02
23113040|21943811|18|P3  |02/09/2019|182722|5151.36
23113040|21943811|18|P3  |02/09/2019|182722|2498.34
23113040|21943811|18|P3  |02/09/2019|182722|1557.99
23113040|21943811|18|P3  |02/09/2019|182722|2581.74
25749208||18|P3  |02/09/2019|112515|1479.3
25749208|24603726|18|P3  |02/09/2019|112515|1675.6
25749208|24603726|18|P3  |02/09/2019|112515|6283.5
25749208||18|P3  |02/09/2019|112515|7328
25749208|27029070|18|P3  |02/09/2019|112515|651.36
25749208|27029070|18|P3  |02/09/2019|112515|318.6
25749208|27029070|18|P3  |02/09/2019|112515|177
25749208|27029070|18|P3  |02/09/2019|112515|236
25749208||18|P3  |02/09/2019|112515|1085.5
25749208||18|P3  |02/09/2019|112515|1056
25749208||18|P3  |02/09/2019|112515|1289.4
25749208||18|P3  |02/09/2019|112515|1091
25749208|27785131|18|P3  |02/09/2019|122558|1265.29
25749208|27785131|18|P3  |02/09/2019|122558|1265.29
25749208|27785131|18|P3  |02/09/2019|122558|1265.29
25749208|27785131|18|P3  |02/09/2019|122558|1352.37
25749208|27785131|18|P3  |02/09/2019|122558|1352.37
25749208|27133746|18|P3  |02/09/2019|122558|1641.6
25749208|27133746|18|P3  |02/09/2019|122558|1665.6
25749208||18|P3  |02/09/2019|122558|1196.6
25749208||18|P3  |02/09/2019|122558|1350
25749208|24421530|18|P3  |02/09/2019|132548|2169.57
25749208|24421530|18|P3  |02/09/2019|132548|3026.31
25749208||18|P3  |02/09/2019|132548|1661
25749208||18|P3  |02/09/2019|132548|758.4
25749208||18|P3  |02/09/2019|132548|696.2
25749208||18|P3  |02/09/2019|132548|935
25749208||18|P3  |02/09/2019|132548|236
25749208||18|P3  |02/09/2019|132548|236
25749208||18|P3  |02/09/2019|132548|460.2
25749208||18|P3  |02/09/2019|132548|460.2
25749208||18|P3  |02/09/2019|132548|460.2
25749208||18|P3  |02/09/2019|132548|2492
25749208|28097526|18|P3  |02/09/2019|132548|743.62
25749208|28097526|18|P3  |02/09/2019|132548|1568.65
25749208|28097526|18|P3  |02/09/2019|132548|726.98
25749208||18|P3  |02/09/2019|132548|1776.88
25749208||18|P3  |02/09/2019|132548|993.19
25749208||18|P3  |02/09/2019|132548|1316.27
26323944||18|P3  |02/09/2019|182722|297.36
26323944||18|P3  |02/09/2019|182722|297.36
23113040|21943811|18|P3  |02/09/2019|182722|937.88
23113040|21943811|18|P3  |02/09/2019|182722|767.35
23113040|21943811|18|P3  |02/09/2019|182722|1102.27
23113040|21943811|18|P3  |02/09/2019|182722|1788.82
23113040|21943811|18|P3  |02/09/2019|182722|2510.78
23113040|21943811|18|P3  |02/09/2019|182722|5219.76
23113040|21943811|18|P3  |02/09/2019|182722|1875.47
23113040|22143626|18|P3  |02/09/2019|182722|8677.32
23113040|22143626|18|P3  |02/09/2019|182722|2854.85
23113040|22143626|18|P3  |02/09/2019|182722|2644.53
23113040|22143626|18|P3  |02/09/2019|182722|4122.71
23113040|21556880|18|P3  |02/09/2019|182722|404.8
23113040|21556880|18|P3  |02/09/2019|182722|477.74
23113040|22261121|18|P3  |02/09/2019|182722|115
23113040|22261121|18|P3  |02/09/2019|182722|50
23113040|22261121|18|P3  |02/09/2019|182722|124.9
23113040|22261121|18|P3  |02/09/2019|182722|317.17
23113040|22261121|18|P3  |02/09/2019|182722|130
23113040|22261121|18|P3  |02/09/2019|182722|65
23113040|22261121|18|P3  |02/09/2019|182722|625
23113040|21875202|18|P3  |02/09/2019|182722|3149.09
23113040|21875202|18|P3  |02/09/2019|182722|150
23113040|21875202|18|P3  |02/09/2019|182722|351.14
23113040|21875202|18|P3  |02/09/2019|182722|748.15
23113040|22393133|18|P3  |02/09/2019|182722|40
23113040|22393133|18|P3  |02/09/2019|182722|50
23113040|22393133|18|P3  |02/09/2019|182722|40
23113040|22393133|18|P3  |02/09/2019|182722|100
23113040|22393133|18|P3  |02/09/2019|182722|103.23
23113040|22393133|18|P3  |02/09/2019|182722|79.3
23113040|22393133|18|P3  |02/09/2019|182722|264.9
23113040|26377912|18|P3  |02/09/2019|182722|1805.8
23113040|26377912|18|P3  |02/09/2019|182722|4200.2
23113040|26377912|18|P3  |02/09/2019|182722|598.6
23113040|26377912|18|P3  |02/09/2019|182722|112.5
23113040|26377912|18|P3  |02/09/2019|182722|293.8
23113040|26377912|18|P3  |02/09/2019|182722|1508.6
23113040|26377912|18|P3  |02/09/2019|182722|3043.8
23113040|26377912|18|P3  |02/09/2019|182722|607.5
23113040|26377912|18|P3  |02/09/2019|182722|42
23113040|26377912|18|P3  |02/09/2019|182722|1395.5
23113040|26377912|18|P3  |02/09/2019|182722|3630
23113040|26377912|18|P3  |02/09/2019|182722|363.7
23113040|26377912|18|P3  |02/09/2019|182722|832.6
23113040|26377912|18|P3  |02/09/2019|182722|1552.1
23113040|26377912|18|P3  |02/09/2019|182722|234.7
23113040|26377912|18|P3  |02/09/2019|182722|173.4
23113040|24020735|18|P3  |02/09/2019|182722|9164.22
23113040|24020735|18|P3  |02/09/2019|182722|3174.59
23113040|24020735|18|P3  |02/09/2019|182722|2449.44
23113040|24020735|18|P3  |02/09/2019|182722|3251.74
23113040|24662139|18|P3  |02/09/2019|182722|2531.11
23113040|24662139|18|P3  |02/09/2019|182722|3774.12
23113040|24662139|18|P3  |02/09/2019|182722|2809.32
23113040|24662139|18|P3  |02/09/2019|182722|2009.73
23113040|24662139|18|P3  |02/09/2019|182722|1652.51
23113040|24662139|18|P3  |02/09/2019|182722|1029
23113040|24662139|18|P3  |02/09/2019|182722|2386.09
23113040|24662139|18|P3  |02/09/2019|182722|594.9
23113040|24662139|18|P3  |02/09/2019|182722|1486.66
23113040|24662139|18|P3  |02/09/2019|182722|1899.73
23113040|24662139|18|P3  |02/09/2019|182722|1153.06
23113040|24662139|18|P3  |02/09/2019|182722|934.15
23113040|24662139|18|P3  |02/09/2019|182722|1716.41
23113040|24662139|18|P3  |02/09/2019|182722|1755.44
23113040|24662139|18|P3  |02/09/2019|182722|618.35
23113040|24662139|18|P3  |02/09/2019|182722|530
23113040|25273218|18|P3  |02/09/2019|182722|70
23113040|25273218|18|P3  |02/09/2019|182722|99.9
23113040|25273218|18|P3  |02/09/2019|182722|281.9
23113040|25273218|18|P3  |02/09/2019|182722|112.4
23113040|25629776|18|P3  |02/09/2019|182722|1241.83
26323944||18|P3  |02/09/2019|182722|356.83
26323944||18|P3  |02/09/2019|182722|262.34
26323944||18|P3  |02/09/2019|182722|145.38
26323944||18|P3  |02/09/2019|182722|118
26323944||18|P3  |02/09/2019|182722|747.09
26323944||18|P3  |02/09/2019|182722|278.86
26323944||18|P3  |02/09/2019|182722|791.29
26323944||18|P3  |02/09/2019|182722|142.07
26323944||18|P3  |02/09/2019|182722|376.95
26323944||18|P3  |02/09/2019|182722|392.02
