customer_id|digital_affiliation_type|digital_affiliation_date|online_banking_affiliation_type|online_banking_affiliation_date|sms_affiliation_type|sms_affiliation_date|cutoff_date
73350236|NO|9999-12-31|SI|2019-09-30|NO|9999-12-31|2020-02-28
46186461|SI|2016-06-15|SI|2015-12-01|SI|2016-06-15|2020-02-28
83317686|NO|9999-12-31|NO|9999-12-31|SI|2020-02-12|2020-02-28
69145954|NO|9999-12-31|SI|2014-12-20|NO|9999-12-31|2020-02-28
54790721|NO|9999-12-31|SI|2018-08-02|NO|9999-12-31|2020-02-28
46290676|NO|9999-12-31|SI|2016-05-09|NO|9999-12-31|2020-02-28
61188516|NO|9999-12-31|NO|9999-12-31|SI|2019-01-28|2020-02-28
24466153|NO|9999-12-31|SI|2015-10-08|NO|9999-12-31|2020-02-28
35679199|NO|9999-12-31|SI|2016-08-25|NO|9999-12-31|2020-02-28
06840561|NO|9999-12-31|SI|2013-06-21|NO|9999-12-31|2020-02-28
64849081|NO|9999-12-31|SI|2016-03-06|NO|9999-12-31|2020-02-28
90755052|NO|9999-12-31|SI|2016-08-06|NO|9999-12-31|2020-02-28
71928931|SI|2019-07-09|SI|2019-07-09|SI|2019-07-06|2020-02-28
50476515|SI|2017-06-30|SI|2017-06-30|SI|2017-06-30|2020-02-28
95730108|NO|9999-12-31|SI|2015-12-31|NO|9999-12-31|2020-02-28
29524725|SI|2019-10-09|SI|2019-10-09|SI|2019-10-09|2020-02-28
50253893|SI|2020-01-28|SI|2020-01-08|SI|2020-01-28|2020-02-28
49966057|SI|2018-11-06|SI|2018-11-06|SI|2018-11-06|2020-02-28
56539019|NO|9999-12-31|SI|2012-11-23|NO|9999-12-31|2020-02-28
07241027|NO|9999-12-31|SI|2013-07-23|NO|9999-12-31|2020-02-28
51969278|NO|9999-12-31|SI|2012-11-09|NO|9999-12-31|2020-02-28
33370486|SI|2018-06-17|SI|2018-06-17|SI|2017-02-07|2020-02-28
05060369|SI|2018-05-07|SI|2018-05-07|SI|2018-05-07|2020-02-28
10705787|SI|2018-08-16|SI|2018-08-16|SI|2018-08-16|2020-02-28
80925177|NO|9999-12-31|SI|2013-07-26|NO|9999-12-31|2020-02-28
58869450|NO|9999-12-31|SI|2016-02-16|NO|9999-12-31|2020-02-28
60872780|SI|2018-11-21|SI|2018-11-21|SI|2018-11-21|2020-02-28
73952436|SI|2018-09-05|SI|2018-09-05|SI|2018-09-05|2020-02-28
86523224|NO|9999-12-31|SI|2019-04-10|NO|9999-12-31|2020-02-28
36706404|NO|9999-12-31|SI|2016-11-30|NO|9999-12-31|2020-02-28
81652904|NO|9999-12-31|SI|2016-03-02|NO|9999-12-31|2020-02-28
22544867|NO|9999-12-31|SI|2019-03-28|NO|9999-12-31|2020-02-28
88037054|NO|9999-12-31|SI|2014-07-22|NO|9999-12-31|2020-02-28
26739282|SI|2018-11-02|SI|2018-11-02|SI|2018-11-02|2020-02-28
31133072|SI|2019-09-06|SI|2019-09-06|SI|2019-09-06|2020-02-28
33966322|SI|2019-04-01|SI|2019-04-01|SI|2019-03-26|2020-02-28
20594884|NO|9999-12-31|SI|2016-04-04|NO|9999-12-31|2020-02-28
22987291|NO|9999-12-31|NO|9999-12-31|SI|2016-09-19|2020-02-28
23572384|NO|9999-12-31|NO|9999-12-31|SI|2018-08-21|2020-02-28
42334772|SI|2020-01-21|SI|2020-01-21|SI|2020-01-21|2020-02-28
33522096|NO|9999-12-31|SI|2015-02-11|NO|9999-12-31|2020-02-28
87154858|SI|2018-12-06|SI|2018-12-06|SI|2018-12-06|2020-02-28
36632594|NO|9999-12-31|SI|2017-04-02|NO|9999-12-31|2020-02-28
38917092|SI|2020-02-20|SI|2020-02-20|SI|2020-02-20|2020-02-28
02965826|NO|9999-12-31|NO|9999-12-31|SI|2018-03-22|2020-02-28
56389328|NO|9999-12-31|NO|9999-12-31|SI|2017-04-03|2020-02-28
04621129|NO|9999-12-31|SI|2018-10-12|NO|9999-12-31|2020-02-28
04407209|NO|9999-12-31|SI|2013-02-19|NO|9999-12-31|2020-02-28
83700409|NO|9999-12-31|SI|2016-05-18|NO|9999-12-31|2020-02-28
04640246|SI|2017-01-26|SI|2017-01-26|SI|2017-01-26|2020-02-28
55207018|NO|9999-12-31|NO|9999-12-31|SI|2014-05-19|2020-02-28
70660308|NO|9999-12-31|SI|2007-11-28|NO|9999-12-31|2020-02-28
54223198|NO|9999-12-31|SI|2017-06-16|NO|9999-12-31|2020-02-28
09636086|SI|2017-04-02|SI|2017-04-02|SI|2016-03-23|2020-02-28
98763209|NO|9999-12-31|SI|2012-08-25|NO|9999-12-31|2020-02-28
78455086|NO|9999-12-31|SI|2014-11-22|NO|9999-12-31|2020-02-28
08974675|NO|9999-12-31|SI|2013-09-10|NO|9999-12-31|2020-02-28
74077710|SI|2017-04-02|SI|2017-04-02|SI|2013-08-07|2020-02-28
31981131|NO|9999-12-31|NO|9999-12-31|SI|2017-10-21|2020-02-28
29086045|NO|9999-12-31|SI|2016-03-23|NO|9999-12-31|2020-02-28
24047114|NO|9999-12-31|SI|2018-12-05|NO|9999-12-31|2020-02-28
97909701|NO|9999-12-31|SI|2016-10-14|NO|9999-12-31|2020-02-28
10760321|NO|9999-12-31|SI|2019-01-22|NO|9999-12-31|2020-02-28
37193980|NO|9999-12-31|SI|2018-07-05|NO|9999-12-31|2020-02-28
00652496|SI|2017-04-02|SI|2017-04-02|SI|2014-09-04|2020-02-28
02692989|SI|2017-04-02|SI|2017-04-02|SI|2013-09-06|2020-02-28
72811616|NO|9999-12-31|SI|2012-11-16|NO|9999-12-31|2020-02-28
86407172|SI|2018-05-04|SI|2018-05-04|SI|2018-05-04|2020-02-28
88881700|SI|2018-08-11|SI|2018-08-11|SI|2017-12-21|2020-02-28
79648307|NO|9999-12-31|SI|2013-07-13|NO|9999-12-31|2020-02-28
87744443|NO|9999-12-31|SI|2014-12-10|NO|9999-12-31|2020-02-28
63075692|SI|2019-04-02|SI|2019-04-02|SI|2019-01-12|2020-02-28
28162363|SI|2019-07-13|SI|2019-03-27|SI|2019-07-13|2020-02-28
28759849|NO|9999-12-31|SI|2019-10-09|NO|9999-12-31|2020-02-28
01137015|NO|9999-12-31|SI|2013-03-31|NO|9999-12-31|2020-02-28
39489112|NO|9999-12-31|NO|9999-12-31|SI|2017-05-10|2020-02-28
21759258|NO|9999-12-31|NO|9999-12-31|SI|2017-09-18|2020-02-28
46033342|NO|9999-12-31|SI|2015-10-07|NO|9999-12-31|2020-02-28
39568918|SI|2018-08-14|SI|2018-08-14|SI|2018-08-14|2020-02-28
95422778|NO|9999-12-31|SI|2013-03-26|NO|9999-12-31|2020-02-28
52764599|NO|9999-12-31|SI|2017-06-18|NO|9999-12-31|2020-02-28
65486954|NO|9999-12-31|NO|9999-12-31|SI|2017-06-26|2020-02-28
82715425|NO|9999-12-31|SI|2015-11-28|NO|9999-12-31|2020-02-28
09708988|NO|9999-12-31|SI|2016-07-02|NO|9999-12-31|2020-02-28
70195847|NO|9999-12-31|SI|2013-05-20|NO|9999-12-31|2020-02-28
16281578|NO|9999-12-31|NO|9999-12-31|SI|2017-12-06|2020-02-28
83552860|SI|2017-04-27|SI|2017-04-27|SI|2016-09-19|2020-02-28
67856167|NO|9999-12-31|SI|2013-08-02|NO|9999-12-31|2020-02-28
85485087|NO|9999-12-31|NO|9999-12-31|SI|2020-01-24|2020-02-28
25767960|SI|2018-10-30|SI|2018-10-30|SI|2017-03-13|2020-02-28
04011369|NO|9999-12-31|SI|2015-05-07|NO|9999-12-31|2020-02-28
11544521|NO|9999-12-31|SI|2019-01-09|NO|9999-12-31|2020-02-28
55733658|SI|2016-05-21|SI|2016-05-21|SI|2015-06-10|2020-02-28
13181881|NO|9999-12-31|SI|2016-06-03|NO|9999-12-31|2020-02-28
09079272|NO|9999-12-31|SI|2016-07-19|NO|9999-12-31|2020-02-28
10556880|NO|9999-12-31|SI|2020-01-07|NO|9999-12-31|2020-02-28
06922842|NO|9999-12-31|SI|2014-04-14|NO|9999-12-31|2020-02-28
00281077|SI|2017-11-16|SI|2017-11-16|SI|2017-11-16|2020-02-28
32260578|NO|9999-12-31|SI|2015-01-13|NO|9999-12-31|2020-02-28
42111139|NO|9999-12-31|SI|2016-04-01|NO|9999-12-31|2020-02-28
02304387|NO|9999-12-31|NO|9999-12-31|SI|2018-12-26|2020-02-28
87055196|SI|2018-10-11|SI|2018-10-11|SI|2018-10-11|2020-02-28
06770287|NO|9999-12-31|SI|2013-05-06|NO|9999-12-31|2020-02-28
06585878|NO|9999-12-31|NO|9999-12-31|SI|2017-08-24|2020-02-28
49733784|NO|9999-12-31|SI|2015-11-13|NO|9999-12-31|2020-02-28
69138151|SI|2018-12-04|SI|2018-12-04|SI|2018-12-04|2020-02-28
68306889|NO|9999-12-31|SI|2016-06-02|NO|9999-12-31|2020-02-28
53562416|NO|9999-12-31|SI|2014-08-05|NO|9999-12-31|2020-02-28
89314577|NO|9999-12-31|NO|9999-12-31|SI|2018-12-14|2020-02-28
84213500|NO|9999-12-31|SI|2019-09-12|NO|9999-12-31|2020-02-28
17287290|SI|2016-11-22|SI|2016-10-16|SI|2016-11-22|2020-02-28
54256455|NO|9999-12-31|SI|2016-01-13|NO|9999-12-31|2020-02-28
58559281|NO|9999-12-31|SI|2016-03-10|NO|9999-12-31|2020-02-28
79626315|SI|2018-03-21|SI|2018-03-21|SI|2018-03-21|2020-02-28
58888164|NO|9999-12-31|NO|9999-12-31|SI|2018-11-20|2020-02-28
16605275|SI|2020-02-24|SI|2020-02-24|SI|2020-02-24|2020-02-28
53204217|NO|9999-12-31|SI|2017-08-11|NO|9999-12-31|2020-02-28
73042425|SI|2017-04-28|SI|2017-04-28|SI|2014-07-07|2020-02-28
43794109|SI|2017-09-28|SI|2011-03-02|SI|2017-09-28|2020-02-28
67469627|NO|9999-12-31|NO|9999-12-31|SI|2016-11-09|2020-02-28
55866932|NO|9999-12-31|SI|2012-11-08|NO|9999-12-31|2020-02-28
21236851|NO|9999-12-31|SI|2018-08-02|NO|9999-12-31|2020-02-28
73465891|NO|9999-12-31|SI|2016-06-06|NO|9999-12-31|2020-02-28
14285368|NO|9999-12-31|SI|2018-06-27|NO|9999-12-31|2020-02-28
57652243|SI|2018-11-15|SI|2018-11-15|SI|2018-11-15|2020-02-28
47620528|NO|9999-12-31|SI|2014-02-01|NO|9999-12-31|2020-02-28
20449218|NO|9999-12-31|SI|2015-01-05|NO|9999-12-31|2020-02-28
94027403|SI|2018-08-29|SI|2018-08-29|SI|2017-03-28|2020-02-28
51640301|NO|9999-12-31|SI|2019-04-18|NO|9999-12-31|2020-02-28
94703500|SI|2019-01-09|SI|2019-01-09|SI|2019-01-09|2020-02-28
00678833|NO|9999-12-31|SI|2015-03-13|NO|9999-12-31|2020-02-28
21257023|NO|9999-12-31|SI|2016-03-11|NO|9999-12-31|2020-02-28
86283329|SI|2019-02-20|SI|2019-02-20|SI|2017-12-11|2020-02-28
68858149|NO|9999-12-31|SI|2017-07-27|NO|9999-12-31|2020-02-28
45699522|SI|2018-08-02|SI|2018-08-02|SI|2018-08-02|2020-02-28
81057531|NO|9999-12-31|SI|2015-10-23|NO|9999-12-31|2020-02-28
61518855|NO|9999-12-31|SI|2013-10-01|NO|9999-12-31|2020-02-28
21254480|NO|9999-12-31|NO|9999-12-31|SI|2018-06-19|2020-02-28
11679537|NO|9999-12-31|SI|2011-11-21|NO|9999-12-31|2020-02-28
30616754|NO|9999-12-31|NO|9999-12-31|SI|2019-09-24|2020-02-28
60946351|NO|9999-12-31|SI|2015-11-06|NO|9999-12-31|2020-02-28
80425015|NO|9999-12-31|SI|2015-03-17|NO|9999-12-31|2020-02-28
54902936|SI|2018-03-21|SI|2018-03-21|SI|2018-03-21|2020-02-28
84122638|SI|2019-10-28|SI|2019-10-28|SI|2019-10-28|2020-02-28
06922984|NO|9999-12-31|SI|2007-02-27|NO|9999-12-31|2020-02-28
87544439|NO|9999-12-31|SI|2013-10-13|NO|9999-12-31|2020-02-28
94256376|NO|9999-12-31|SI|2013-11-23|NO|9999-12-31|2020-02-28
81984315|NO|9999-12-31|NO|9999-12-31|SI|2016-10-29|2020-02-28
47109647|NO|9999-12-31|SI|2018-02-26|NO|9999-12-31|2020-02-28
11115049|NO|9999-12-31|NO|9999-12-31|SI|2016-08-06|2020-02-28
31082921|NO|9999-12-31|SI|2014-09-02|NO|9999-12-31|2020-02-28
37692410|NO|9999-12-31|SI|2012-12-26|NO|9999-12-31|2020-02-28
71613554|NO|9999-12-31|SI|2014-01-23|NO|9999-12-31|2020-02-28
75854514|NO|9999-12-31|SI|2013-12-02|NO|9999-12-31|2020-02-28
04053690|NO|9999-12-31|NO|9999-12-31|SI|2018-03-21|2020-02-28
12140420|NO|9999-12-31|SI|2019-03-28|NO|9999-12-31|2020-02-28
31125932|SI|2016-02-25|SI|2016-02-24|SI|2016-02-25|2020-02-28
37451217|SI|2017-09-16|SI|2017-08-08|SI|2017-09-16|2020-02-28
90752525|SI|2019-10-17|SI|2019-10-17|SI|2019-10-17|2020-02-28
79150822|NO|9999-12-31|SI|2019-09-20|NO|9999-12-31|2020-02-28
45456916|SI|2019-03-25|SI|2019-03-25|SI|2019-03-25|2020-02-28
11596702|SI|2018-12-10|SI|2018-12-10|SI|2018-12-10|2020-02-28
56214671|NO|9999-12-31|SI|2014-11-11|NO|9999-12-31|2020-02-28
40067118|NO|9999-12-31|SI|2013-01-09|NO|9999-12-31|2020-02-28
16867363|SI|2018-08-13|SI|2018-08-13|SI|2018-08-03|2020-02-28
29909589|NO|9999-12-31|SI|2012-12-03|NO|9999-12-31|2020-02-28
43662426|SI|2018-01-15|SI|2018-01-15|SI|2018-01-15|2020-02-28
73440264|NO|9999-12-31|NO|9999-12-31|SI|2018-02-12|2020-02-28
83189960|NO|9999-12-31|SI|2016-06-29|NO|9999-12-31|2020-02-28
50362059|SI|2019-03-25|SI|2019-03-25|SI|2019-03-25|2020-02-28
95590505|NO|9999-12-31|SI|2016-06-09|NO|9999-12-31|2020-02-28
28633827|NO|9999-12-31|SI|2013-04-24|NO|9999-12-31|2020-02-28
32239493|SI|2018-11-02|SI|2018-11-02|SI|2018-11-02|2020-02-28
18202497|SI|2017-07-19|SI|2017-07-19|SI|2017-07-19|2020-02-28
09900048|SI|2018-10-31|SI|2018-10-31|SI|2018-10-31|2020-02-28
71962713|NO|9999-12-31|SI|2014-03-25|NO|9999-12-31|2020-02-28
99949998|NO|9999-12-31|SI|2015-01-19|NO|9999-12-31|2020-02-28
73544568|NO|9999-12-31|SI|2016-03-14|NO|9999-12-31|2020-02-28
98458702|NO|9999-12-31|NO|9999-12-31|SI|2017-10-02|2020-02-28
26529018|NO|9999-12-31|SI|2012-12-27|NO|9999-12-31|2020-02-28
63148139|SI|2019-12-11|SI|2019-12-11|SI|2019-12-11|2020-02-28
56422132|NO|9999-12-31|SI|2014-08-06|NO|9999-12-31|2020-02-28
36870393|NO|9999-12-31|SI|2015-02-12|NO|9999-12-31|2020-02-28
88719665|SI|2019-10-15|SI|2019-10-15|SI|2019-10-15|2020-02-28
91061016|NO|9999-12-31|NO|9999-12-31|SI|2019-01-30|2020-02-28
56557251|SI|2018-06-29|SI|2018-06-29|SI|2018-06-11|2020-02-28
54832124|NO|9999-12-31|SI|2016-03-03|NO|9999-12-31|2020-02-28
67120341|SI|2017-05-13|SI|2015-10-06|SI|2017-05-13|2020-02-28
59858338|SI|2019-08-27|SI|2019-08-27|SI|2019-08-27|2020-02-28
37310954|SI|2019-04-03|SI|2019-04-03|SI|2019-04-03|2020-02-28
13094328|SI|2017-06-20|SI|2017-06-20|SI|2017-06-20|2020-02-28
33857135|SI|2019-03-12|SI|2019-02-18|SI|2019-03-12|2020-02-28
27115648|SI|2019-11-18|SI|2019-11-18|SI|2019-11-18|2020-02-28
67457142|NO|9999-12-31|SI|2018-09-25|NO|9999-12-31|2020-02-28
94873522|SI|2018-05-07|SI|2018-05-05|SI|2018-05-07|2020-02-28
32499550|NO|9999-12-31|SI|2017-12-26|NO|9999-12-31|2020-02-28
80632652|SI|2017-11-22|SI|2017-11-22|SI|2017-10-20|2020-02-28
39457431|NO|9999-12-31|SI|2011-10-27|NO|9999-12-31|2020-02-28
15318275|NO|9999-12-31|SI|2016-08-12|NO|9999-12-31|2020-02-28
48808876|NO|9999-12-31|SI|2016-10-10|NO|9999-12-31|2020-02-28
60852071|NO|9999-12-31|SI|2014-03-28|NO|9999-12-31|2020-02-28
43339614|NO|9999-12-31|NO|9999-12-31|SI|2018-08-11|2020-02-28
25604368|NO|9999-12-31|SI|2010-03-04|NO|9999-12-31|2020-02-28
39025948|SI|2019-10-11|SI|2019-10-11|SI|2019-10-11|2020-02-28
16857005|NO|9999-12-31|SI|2018-01-11|NO|9999-12-31|2020-02-28
49390104|NO|9999-12-31|SI|2016-07-26|NO|9999-12-31|2020-02-28
29999285|NO|9999-12-31|NO|9999-12-31|SI|2017-11-16|2020-02-28
85699804|SI|2018-07-16|SI|2018-07-16|SI|2018-07-16|2020-02-28
85046913|SI|2017-04-02|SI|2017-04-02|SI|2015-09-11|2020-02-28
93277767|NO|9999-12-31|SI|2013-09-05|NO|9999-12-31|2020-02-28
10850766|SI|2018-05-18|SI|2018-05-18|SI|2018-05-18|2020-02-28
10215305|NO|9999-12-31|SI|2018-09-05|NO|9999-12-31|2020-02-28
65282422|NO|9999-12-31|SI|2017-08-01|NO|9999-12-31|2020-02-28
39844469|NO|9999-12-31|SI|2014-11-25|NO|9999-12-31|2020-02-28
54655918|SI|2020-02-15|SI|2020-02-15|SI|2019-04-22|2020-02-28
33497495|NO|9999-12-31|SI|2018-12-25|NO|9999-12-31|2020-02-28
53734505|NO|9999-12-31|NO|9999-12-31|SI|2017-09-22|2020-02-28
24889403|NO|9999-12-31|SI|2013-03-03|NO|9999-12-31|2020-02-28
76191655|NO|9999-12-31|SI|2017-12-23|NO|9999-12-31|2020-02-28
17723657|SI|2015-04-14|SI|2015-04-14|SI|2013-06-06|2020-02-28
74535478|NO|9999-12-31|SI|2014-07-17|NO|9999-12-31|2020-02-28
48396678|NO|9999-12-31|SI|2018-04-01|NO|9999-12-31|2020-02-28
48892533|NO|9999-12-31|SI|2018-05-02|NO|9999-12-31|2020-02-28
40841152|NO|9999-12-31|SI|2016-04-24|NO|9999-12-31|2020-02-28
55531360|NO|9999-12-31|SI|2011-09-21|NO|9999-12-31|2020-02-28
80330690|SI|2017-04-02|SI|2017-04-02|SI|2016-05-30|2020-02-28
34214994|NO|9999-12-31|SI|2014-08-18|NO|9999-12-31|2020-02-28
13631472|NO|9999-12-31|SI|2017-01-06|NO|9999-12-31|2020-02-28
28818565|SI|2016-11-21|SI|2016-10-31|SI|2016-11-21|2020-02-28
10499932|NO|9999-12-31|SI|2014-01-08|NO|9999-12-31|2020-02-28
51861778|SI|2018-11-26|SI|2018-11-26|SI|2018-01-24|2020-02-28
19725876|NO|9999-12-31|SI|2019-05-09|NO|9999-12-31|2020-02-28
81164356|NO|9999-12-31|SI|2016-07-09|NO|9999-12-31|2020-02-28
71509038|NO|9999-12-31|SI|2013-05-15|NO|9999-12-31|2020-02-28
68367833|NO|9999-12-31|SI|2015-02-25|NO|9999-12-31|2020-02-28
35401169|SI|2018-03-20|SI|2018-03-20|SI|2018-01-31|2020-02-28
29546009|NO|9999-12-31|SI|2016-05-02|NO|9999-12-31|2020-02-28
91343970|NO|9999-12-31|NO|9999-12-31|SI|2017-06-26|2020-02-28
21770494|SI|2018-08-15|SI|2018-08-15|SI|2016-09-13|2020-02-28
47107813|NO|9999-12-31|SI|2014-05-17|NO|9999-12-31|2020-02-28
39397339|SI|2018-01-08|SI|2018-01-08|SI|2018-01-08|2020-02-28
57874124|NO|9999-12-31|SI|2018-10-15|NO|9999-12-31|2020-02-28
68974078|SI|2017-08-16|SI|2017-08-16|SI|2017-08-16|2020-02-28
97994449|SI|2017-04-02|SI|2017-04-02|SI|2016-06-03|2020-02-28
92082961|NO|9999-12-31|SI|2013-08-02|NO|9999-12-31|2020-02-28
11235392|NO|9999-12-31|SI|2018-11-20|NO|9999-12-31|2020-02-28
69490163|NO|9999-12-31|SI|2015-11-11|NO|9999-12-31|2020-02-28
11590809|SI|2019-09-02|SI|2019-09-02|SI|2019-09-02|2020-02-28
20160467|SI|2018-09-18|SI|2017-04-02|SI|2018-09-18|2020-02-28
78403807|SI|2019-04-30|SI|2019-04-30|SI|2019-04-30|2020-02-28
64339724|NO|9999-12-31|SI|2018-12-31|NO|9999-12-31|2020-02-28
63804726|NO|9999-12-31|SI|2017-12-01|NO|9999-12-31|2020-02-28
94495850|SI|2020-02-06|SI|2020-02-06|SI|2020-02-06|2020-02-28
30073945|SI|2019-10-22|SI|2019-10-22|SI|2019-10-22|2020-02-28
37629929|SI|2017-12-19|SI|2017-12-19|SI|2017-12-19|2020-02-28
56452202|SI|2018-11-20|SI|2018-11-20|SI|2018-11-20|2020-02-28
20918436|SI|2017-06-14|SI|2016-09-02|SI|2017-06-14|2020-02-28
54288368|SI|2019-07-23|SI|2019-07-23|SI|2017-05-09|2020-02-28
52410364|NO|9999-12-31|SI|2017-08-12|NO|9999-12-31|2020-02-28
95407223|NO|9999-12-31|NO|9999-12-31|SI|2017-05-15|2020-02-28
93400819|SI|2018-12-07|SI|2018-12-07|SI|2018-12-07|2020-02-28
47969542|NO|9999-12-31|SI|2011-10-19|NO|9999-12-31|2020-02-28
29349696|NO|9999-12-31|SI|2015-09-03|NO|9999-12-31|2020-02-28
93178357|SI|2019-04-15|SI|2019-04-15|SI|2019-04-15|2020-02-28
07154644|NO|9999-12-31|SI|2017-06-16|NO|9999-12-31|2020-02-28
54020538|NO|9999-12-31|SI|2014-10-24|NO|9999-12-31|2020-02-28
71942825|SI|2019-09-27|SI|2019-09-27|SI|2019-09-27|2020-02-28
02533173|NO|9999-12-31|SI|2015-09-15|NO|9999-12-31|2020-02-28
17248832|NO|9999-12-31|SI|2016-08-01|NO|9999-12-31|2020-02-28
59416651|SI|2018-02-21|SI|2018-02-21|SI|2016-11-23|2020-02-28
65099553|SI|2019-10-10|SI|2019-10-10|SI|2018-11-27|2020-02-28
00918155|SI|2018-07-09|SI|2018-07-09|SI|2018-06-13|2020-02-28
80305078|SI|2019-07-09|SI|2019-07-09|SI|2018-07-12|2020-02-28
73051430|NO|9999-12-31|SI|2012-07-26|NO|9999-12-31|2020-02-28
70171770|SI|2016-12-28|SI|2016-12-28|SI|2016-12-28|2020-02-28
18805501|SI|2019-09-28|SI|2019-09-28|SI|2019-09-28|2020-02-28
68709549|NO|9999-12-31|SI|2009-04-13|NO|9999-12-31|2020-02-28
78949254|NO|9999-12-31|SI|2016-05-11|NO|9999-12-31|2020-02-28
70350573|NO|9999-12-31|SI|2013-06-25|NO|9999-12-31|2020-02-28
69353316|NO|9999-12-31|SI|2016-06-21|NO|9999-12-31|2020-02-28
52140674|SI|2017-09-14|SI|2017-09-14|SI|2017-09-13|2020-02-28
23787663|NO|9999-12-31|NO|9999-12-31|SI|2017-12-29|2020-02-28
50816053|SI|2018-03-14|SI|2015-11-11|SI|2018-03-14|2020-02-28
22777182|NO|9999-12-31|SI|2015-11-19|NO|9999-12-31|2020-02-28
94782804|SI|2019-01-30|SI|2019-01-30|SI|2019-01-30|2020-02-28
41690618|NO|9999-12-31|SI|2015-03-25|NO|9999-12-31|2020-02-28
40542494|NO|9999-12-31|SI|2015-05-10|NO|9999-12-31|2020-02-28
68833393|NO|9999-12-31|SI|2013-06-18|NO|9999-12-31|2020-02-28
41025983|NO|9999-12-31|SI|2011-12-16|NO|9999-12-31|2020-02-28
48440275|NO|9999-12-31|NO|9999-12-31|SI|2019-11-25|2020-02-28
52086568|NO|9999-12-31|SI|2013-08-26|NO|9999-12-31|2020-02-28
77308918|SI|2019-02-04|SI|2019-02-04|SI|2017-12-12|2020-02-28
88408242|SI|2016-04-16|SI|2016-04-16|SI|2015-04-02|2020-02-28
69855470|NO|9999-12-31|SI|2013-04-05|NO|9999-12-31|2020-02-28
65577277|SI|2019-08-12|SI|2019-08-12|SI|2019-08-12|2020-02-28
89529586|NO|9999-12-31|SI|2013-11-03|NO|9999-12-31|2020-02-28
03165830|SI|2018-12-04|SI|2018-05-29|SI|2018-12-04|2020-02-28
48822388|NO|9999-12-31|NO|9999-12-31|SI|2017-05-25|2020-02-28
26109449|NO|9999-12-31|SI|2014-09-05|NO|9999-12-31|2020-02-28
48558609|SI|2016-10-20|SI|2015-06-01|SI|2016-10-20|2020-02-28
89661405|SI|2018-02-16|SI|2018-02-16|SI|2018-02-16|2020-02-28
34322268|SI|2013-10-31|SI|2012-06-12|SI|2013-10-31|2020-02-28
80582557|NO|9999-12-31|SI|2014-11-27|NO|9999-12-31|2020-02-28
52984088|NO|9999-12-31|SI|2015-03-03|NO|9999-12-31|2020-02-28
59664525|NO|9999-12-31|SI|2016-04-25|NO|9999-12-31|2020-02-28
92545464|NO|9999-12-31|SI|2019-02-12|NO|9999-12-31|2020-02-28
22931136|NO|9999-12-31|SI|2017-07-31|NO|9999-12-31|2020-02-28
04781184|SI|2018-06-01|SI|2018-06-01|SI|2018-06-01|2020-02-28
95382700|SI|2019-09-27|SI|2019-09-27|SI|2019-09-27|2020-02-28
83086687|NO|9999-12-31|SI|2018-08-10|NO|9999-12-31|2020-02-28
95124961|NO|9999-12-31|SI|2016-05-26|NO|9999-12-31|2020-02-28
93655758|NO|9999-12-31|SI|2016-03-15|NO|9999-12-31|2020-02-28
59587479|NO|9999-12-31|SI|2014-05-23|NO|9999-12-31|2020-02-28
35212706|NO|9999-12-31|SI|2013-12-05|NO|9999-12-31|2020-02-28
17891471|SI|2019-07-08|SI|2019-07-08|SI|2019-02-28|2020-02-28
33553441|NO|9999-12-31|NO|9999-12-31|SI|2019-11-28|2020-02-28
57159858|NO|9999-12-31|NO|9999-12-31|SI|2017-12-14|2020-02-28
05756908|NO|9999-12-31|SI|2017-12-14|NO|9999-12-31|2020-02-28
47695056|SI|2019-12-07|SI|2019-12-07|SI|2019-12-07|2020-02-28
82143095|NO|9999-12-31|NO|9999-12-31|SI|2017-02-13|2020-02-28
44344588|SI|2018-11-13|SI|2018-11-13|SI|2018-11-13|2020-02-28
80170207|NO|9999-12-31|SI|2016-06-09|NO|9999-12-31|2020-02-28
64937162|NO|9999-12-31|SI|2016-05-21|NO|9999-12-31|2020-02-28
36014071|SI|2019-10-04|SI|2019-10-04|SI|2019-10-04|2020-02-28
72964506|SI|2017-06-23|SI|2017-06-23|SI|2017-06-13|2020-02-28
14944013|NO|9999-12-31|SI|2016-02-15|NO|9999-12-31|2020-02-28
73525893|SI|2019-08-06|SI|2019-08-06|SI|2016-07-14|2020-02-28
25942031|NO|9999-12-31|SI|2015-07-24|NO|9999-12-31|2020-02-28
83283759|SI|2017-02-20|SI|2017-02-09|SI|2017-02-20|2020-02-28
88955703|SI|2019-05-10|SI|2019-05-10|SI|2019-05-10|2020-02-28
31085012|NO|9999-12-31|SI|2015-03-25|NO|9999-12-31|2020-02-28
52985927|NO|9999-12-31|SI|2016-03-12|NO|9999-12-31|2020-02-28
45250109|SI|2018-06-01|SI|2018-06-01|SI|2018-06-01|2020-02-28
19793714|NO|9999-12-31|SI|2013-07-23|NO|9999-12-31|2020-02-28
22575942|SI|2019-10-04|SI|2019-10-04|SI|2019-10-04|2020-02-28
72282050|NO|9999-12-31|SI|2019-05-23|NO|9999-12-31|2020-02-28
36971919|NO|9999-12-31|SI|2018-09-19|NO|9999-12-31|2020-02-28
80036965|NO|9999-12-31|NO|9999-12-31|SI|2018-06-28|2020-02-28
45341413|NO|9999-12-31|SI|2013-11-15|NO|9999-12-31|2020-02-28
